year,full_name,gender,age,finish_time,finish_time_seconds,previous_time,progression_percentage,vitesse_finish_time,formatted_date_marathon,noc,pos,marathon_city_loc,rank_actual,score_total,half_marathon,QP,time_qualif,time_qualif_seconds,vitesse_qualif,formatted_date_qualif,Height,Weight,Sponsor,Followers,Height_1,Weight_1,Sponsor_1,Followers_1,Year_inauguration,Estimated_Spectators,Denivele_positif,Denivele_negatif,Month_of_Race,Nb_participant_moy,Season
2023,Nicolas NAVARRO,M,33,02:05:53,7553,7605,-0.01,20.018535681186286,03/12/2023,FRA,14,Valencia,124,1227,0,24,02:05:53,7553,20.018535681186286,03/12/2023,170,54,,25000,170,54,,25000,2024,330000,436,438,Aout,88,Summer
2023,Emile CAIRESS,M,27,02:08:07,7687,,,19.669572004683232,23/04/2023,GBR,6,London,126,1226,1,65,02:08:07,7687,19.669572004683232,23/04/2023,,,,9432,,,,9432,2024,330000,436,438,Aout,88,Summer
2019,Mehdi FRÈRE,M,28,02:14:25,8065,,,18.747675139491633,01/12/2019,FRA,38,Valencia,132,1224,0,19,02:05:43,7543,20.045074903884398,03/12/2023,180,66,,19500,180,66,,19500,2024,330000,436,438,Aout,88,Summer
2020,Mehdi FRÈRE,M,28,02:08:55,7735,8065,-0.04,19.547511312217193,06/12/2020,FRA,20,Valencia,132,1224,0,19,02:05:43,7543,20.045074903884398,03/12/2023,180,66,,19500,180,66,,19500,2024,330000,436,438,Aout,88,Summer
2022,Mehdi FRÈRE,M,28,02:09:18,7758,7735,0.0,19.48955916473318,04/12/2022,FRA,23,Valencia,132,1224,0,19,02:05:43,7543,20.045074903884398,03/12/2023,180,66,,19500,180,66,,19500,2024,330000,436,438,Aout,88,Summer
2023,Mehdi FRÈRE,M,28,02:11:04,7864,7758,0.01,19.226856561546288,02/04/2023,FRA,10,Paris,132,1224,0,19,02:05:43,7543,20.045074903884398,03/12/2023,180,66,,19500,180,66,,19500,2024,330000,436,438,Aout,88,Summer
2023,Mehdi FRÈRE,M,28,02:05:43,7543,7919,-0.05,20.045074903884398,03/12/2023,FRA,9,Valencia,132,1224,0,19,02:05:43,7543,20.045074903884398,03/12/2023,180,66,,19500,180,66,,19500,2024,330000,436,438,Aout,88,Summer
2022,Hector GARIBAY FLORES,M,36,02:09:08,7748,7918,-0.02,19.514713474445021,20/02/2022,BOL,15,Sevilla,133,1224,0,56,02:07:44,7664,19.7286012526096,19/02/2023,160,50,,5900,160,50,,5900,2024,330000,436,438,Aout,88,Summer
2023,Hector GARIBAY FLORES,M,36,02:07:44,7664,7850,-0.02,19.7286012526096,19/02/2023,BOL,13,Sevilla,133,1224,0,56,02:07:44,7664,19.7286012526096,19/02/2023,160,50,,5900,160,50,,5900,2024,330000,436,438,Aout,88,Summer
2022,Jie HE,M,26,02:11:18,7878,7980,-0.01,19.192688499619191,25/09/2022,CHN,16,Berlin,139,1221,0,48,02:07:30,7650,19.764705882352942,19/03/2023,,,,,,,,,2024,330000,436,438,Aout,88,Summer
2023,Khalid CHOUKOUD,M,38,02:07:37,7657,7716,-0.01,19.746637064124332,03/12/2023,NED,23,Valencia,141,1220,0,52,02:07:37,7657,19.746637064124332,03/12/2023,176,62,,36200,176,62,,36200,2024,330000,436,438,Aout,88,Summer
2019,Sondre Nordstad MOEN,M,33,02:06:16,7576,7548,0.0,19.957761351636748,01/12/2019,NOR,7,Valencia,147,1217,1,47,02:07:16,7636,19.800942902042955,03/12/2023,178,62,,27100,178,62,,27100,2024,330000,436,438,Aout,88,Summer
2020,Sondre Nordstad MOEN,M,33,02:09:01,7741,7576,0.02,19.532360160186023,04/10/2020,NOR,9,London,147,1217,1,47,02:07:16,7636,19.800942902042955,03/12/2023,178,62,,27100,178,62,,27100,2024,330000,436,438,Aout,88,Summer
2022,Sondre Nordstad MOEN,M,33,02:10:48,7848,8279,-0.05,19.266055045871557,20/02/2022,NOR,23,Sevilla,147,1217,1,47,02:07:16,7636,19.800942902042955,03/12/2023,178,62,,27100,178,62,,27100,2024,330000,436,438,Aout,88,Summer
2022,Isaac MPOFU,M,36,02:06:48,7608,7676,-0.01,19.873817034700316,04/12/2022,ZIM,12,Valencia,149,1217,0,36,02:06:48,7608,19.873817034700316,04/12/2022,,,,,,,,,2024,330000,436,438,Aout,88,Summer
2023,Isaac MPOFU,M,36,02:07:39,7659,7893,-0.03,19.74148061104583,03/12/2023,ZIM,24,Valencia,149,1217,0,36,02:06:48,7608,19.873817034700316,04/12/2022,,,,,,,,,2024,330000,436,438,Aout,88,Summer
2018,Okubay TSEGAY,M,38,02:09:56,7796,7961,-0.02,19.394561313494098,16/09/2018,ERI,7,Berlin,150,1216,0,15,02:05:20,7520,20.106382978723403,24/09/2023,,,,,,,,,2024,330000,436,438,Aout,88,Summer
2019,Okubay TSEGAY,M,38,02:06:46,7606,7796,-0.02,19.87904286089929,17/02/2019,ERI,4,Sevilla,150,1216,0,15,02:05:20,7520,20.106382978723403,24/09/2023,,,,,,,,,2024,330000,436,438,Aout,88,Summer
2020,Okubay TSEGAY,M,38,02:09:26,7766,7606,0.02,19.469482359000772,06/12/2020,ERI,25,Valencia,150,1216,0,15,02:05:20,7520,20.106382978723403,24/09/2023,,,,,,,,,2024,330000,436,438,Aout,88,Summer
2021,Okubay TSEGAY,M,38,02:10:37,7837,7822,0.0,19.293096848283781,26/09/2021,ERI,7,Berlin,150,1216,0,15,02:05:20,7520,20.106382978723403,24/09/2023,,,,,,,,,2024,330000,436,438,Aout,88,Summer
2023,Okubay TSEGAY,M,38,02:05:20,7520,7909,-0.05,20.106382978723403,24/09/2023,ERI,12,Berlin,150,1216,0,15,02:05:20,7520,20.106382978723403,24/09/2023,,,,,,,,,2024,330000,436,438,Aout,88,Summer
2024,Okubay TSEGAY,M,38,02:19:29,8369,7520,0.11,18.066674632572589,18/02/2024,ERI,97,Sevilla,150,1216,0,15,02:05:20,7520,20.106382978723403,24/09/2023,,,,,,,,,2024,330000,436,438,Aout,88,Summer
2024,Yemaneberhan CRIPPA,M,28,02:06:06,7566,7737,-0.02,19.984139571768438,18/02/2024,ITA,4,Sevilla,152,1215,0,28,02:06:06,7566,19.984139571768438,18/02/2024,174,53,,85000,174,53,,85000,2024,330000,436,438,Aout,88,Summer
2018,Girmaw AMARE,M,37,02:12:37,7957,8131,-0.02,19.002136483599347,02/12/2018,ISR,15,Valencia,155,1214,0,23,02:05:52,7552,20.021186440677965,03/12/2023,172,60,,1200,172,60,,1200,2024,330000,436,438,Aout,88,Summer
2020,Girmaw AMARE,M,37,02:07:28,7648,7794,-0.02,19.76987447698745,23/02/2020,ISR,11,Sevilla,155,1214,0,23,02:05:52,7552,20.021186440677965,03/12/2023,172,60,,1200,172,60,,1200,2024,330000,436,438,Aout,88,Summer
2022,Girmaw AMARE,M,37,02:07:35,7655,8177,-0.06,19.751796211626385,20/02/2022,ISR,9,Sevilla,155,1214,0,23,02:05:52,7552,20.021186440677965,03/12/2023,172,60,,1200,172,60,,1200,2024,330000,436,438,Aout,88,Summer
2023,Girmaw AMARE,M,37,02:07:40,7660,7892,-0.03,19.738903394255875,19/02/2023,ISR,12,Sevilla,155,1214,0,23,02:05:52,7552,20.021186440677965,03/12/2023,172,60,,1200,172,60,,1200,2024,330000,436,438,Aout,88,Summer
2023,Girmaw AMARE,M,37,02:05:52,7552,7660,-0.01,20.021186440677965,03/12/2023,ISR,13,Valencia,155,1214,0,23,02:05:52,7552,20.021186440677965,03/12/2023,172,60,,1200,172,60,,1200,2024,330000,436,438,Aout,88,Summer
2019,Haimro ALAME,M,34,02:11:03,7863,8116,-0.03,19.2293017932087,01/12/2019,ISR,23,Valencia,167,1210,0,27,02:06:04,7564,19.989423585404548,03/12/2023,175,55,,1375,175,55,,1375,2024,330000,436,438,Aout,88,Summer
2020,Haimro ALAME,M,34,02:07:45,7665,7863,-0.03,19.726027397260271,23/02/2020,ISR,13,Sevilla,167,1210,0,27,02:06:04,7564,19.989423585404548,03/12/2023,175,55,,1375,175,55,,1375,2024,330000,436,438,Aout,88,Summer
2022,Haimro ALAME,M,34,02:08:15,7695,8237,-0.07,19.649122807017541,20/02/2022,ISR,10,Sevilla,167,1210,0,27,02:06:04,7564,19.989423585404548,03/12/2023,175,55,,1375,175,55,,1375,2024,330000,436,438,Aout,88,Summer
2023,Haimro ALAME,M,34,02:07:55,7675,8225,-0.07,19.700325732899021,19/02/2023,ISR,15,Sevilla,167,1210,0,27,02:06:04,7564,19.989423585404548,03/12/2023,175,55,,1375,175,55,,1375,2024,330000,436,438,Aout,88,Summer
2023,Haimro ALAME,M,34,02:06:04,7564,7952,-0.05,19.989423585404548,03/12/2023,ISR,15,Valencia,167,1210,0,27,02:06:04,7564,19.989423585404548,03/12/2023,175,55,,1375,175,55,,1375,2024,330000,436,438,Aout,88,Summer
2020,Eyob GHEBREHIWET FANIEL,M,32,02:07:19,7639,8037,-0.05,19.793166644848803,23/02/2020,ITA,7,Sevilla,173,1209,0,43,02:07:09,7629,19.819111285882816,18/02/2024,174,53,,9076,174,53,,9076,2024,330000,436,438,Aout,88,Summer
2023,Eyob GHEBREHIWET FANIEL,M,32,02:07:53,7673,7792,-0.02,19.705460706372996,26/02/2023,ITA,14,Osaka,173,1209,0,43,02:07:09,7629,19.819111285882816,18/02/2024,174,53,,9076,174,53,,9076,2024,330000,436,438,Aout,88,Summer
2024,Eyob GHEBREHIWET FANIEL,M,32,02:07:09,7629,7673,-0.01,19.819111285882816,18/02/2024,ITA,7,Sevilla,173,1209,0,43,02:07:09,7629,19.819111285882816,18/02/2024,174,53,,9076,174,53,,9076,2024,330000,436,438,Aout,88,Summer
2020,Oqbe Kibrom RUESOM,M,26,02:05:53,7553,7783,-0.03,20.018535681186286,06/12/2020,ERI,11,Valencia,175,1208,1,22,02:05:51,7551,20.0238379022646,19/03/2023,,,,,,,,,2024,330000,436,438,Aout,88,Summer
2023,Christian PACHECO,M,31,02:07:38,7658,7748,-0.01,19.744058500914079,19/02/2023,PER,11,Sevilla,183,1205,0,53,02:07:38,7658,19.744058500914079,19/02/2023,180,62,,35000,180,62,,35000,2024,330000,436,438,Aout,88,Summer
2023,Samuel FITWI SIBHATU,M,28,02:12:14,7934,,,19.057222082177969,19/02/2023,GER,41,Sevilla,185,1204,0,32,02:06:27,7587,19.9288256227758,07/01/2024,,,,3665,,,,3665,2024,330000,436,438,Aout,88,Summer
2023,Samuel FITWI SIBHATU,M,28,02:08:28,7708,7934,-0.03,19.615983393876494,24/09/2023,GER,18,Berlin,185,1204,0,32,02:06:27,7587,19.9288256227758,07/01/2024,,,,3665,,,,3665,2024,330000,436,438,Aout,88,Summer
2021,Philip SESEMANN,M,32,02:12:58,7978,,,18.952118325394835,03/10/2021,GBR,7,London,197,1200,0,62,02:08:04,7684,19.677251431546068,18/02/2024,,,,30900,,,,30900,2024,330000,436,438,Aout,88,Summer
2022,Philip SESEMANN,M,32,02:12:10,7930,8117,-0.02,19.06683480453972,02/10/2022,GBR,10,London,197,1200,0,62,02:08:04,7684,19.677251431546068,18/02/2024,,,,30900,,,,30900,2024,330000,436,438,Aout,88,Summer
2023,Philip SESEMANN,M,32,02:10:23,7823,7930,-0.01,19.327623673782437,23/04/2023,GBR,8,London,197,1200,0,62,02:08:04,7684,19.677251431546068,18/02/2024,,,,30900,,,,30900,2024,330000,436,438,Aout,88,Summer
2023,Philip SESEMANN,M,32,02:08:49,7729,7823,-0.01,19.562685987838012,03/12/2023,GBR,36,Valencia,197,1200,0,62,02:08:04,7684,19.677251431546068,18/02/2024,,,,30900,,,,30900,2024,330000,436,438,Aout,88,Summer
2024,Philip SESEMANN,M,32,02:08:04,7684,7729,-0.01,19.677251431546068,18/02/2024,GBR,16,Sevilla,197,1200,0,62,02:08:04,7684,19.677251431546068,18/02/2024,,,,30900,,,,30900,2024,330000,436,438,Aout,88,Summer
2019,Samuel BARATA,M,31,02:24:15,8655,,,17.469670710571922,03/03/2019,POR,85,Tokyo,199,1200,1,50,02:07:35,7655,19.751796211626385,03/12/2023,175,28,,8379,175,28,,8379,2024,330000,436,438,Aout,88,Summer
2023,Samuel BARATA,M,31,02:07:35,7655,7813,-0.02,19.751796211626385,03/12/2023,POR,21,Valencia,199,1200,1,50,02:07:35,7655,19.751796211626385,03/12/2023,175,28,,8379,175,28,,8379,2024,330000,436,438,Aout,88,Summer
2013,Ayad LAMDASSEM,M,43,02:09:28,7768,8079,-0.04,19.46446961894954,21/04/2013,ESP,9,London,200,1200,0,54,02:07:39,7659,19.74148061104583,04/12/2022,170,52,,40200,170,52,,40200,2024,330000,436,438,Aout,88,Summer
2017,Ayad LAMDASSEM,M,43,02:12:30,7950,7951,0.0,19.0188679245283,23/04/2017,ESP,11,London,200,1200,0,54,02:07:39,7659,19.74148061104583,04/12/2022,170,52,,40200,170,52,,40200,2024,330000,436,438,Aout,88,Summer
2019,Ayad LAMDASSEM,M,43,02:10:52,7852,7950,-0.01,19.256240448293429,01/12/2019,ESP,21,Valencia,200,1200,0,54,02:07:39,7659,19.74148061104583,04/12/2022,170,52,,40200,170,52,,40200,2024,330000,436,438,Aout,88,Summer
2020,Ayad LAMDASSEM,M,43,02:06:35,7595,7852,-0.03,19.907834101382491,06/12/2020,ESP,12,Valencia,200,1200,0,54,02:07:39,7659,19.74148061104583,04/12/2022,170,52,,40200,170,52,,40200,2024,330000,436,438,Aout,88,Summer
2022,Ayad LAMDASSEM,M,43,02:06:25,7585,7816,-0.03,19.9340804218853,20/02/2022,ESP,6,Sevilla,200,1200,0,54,02:07:39,7659,19.74148061104583,04/12/2022,170,52,,40200,170,52,,40200,2024,330000,436,438,Aout,88,Summer
2022,Ayad LAMDASSEM,M,43,02:07:39,7659,7852,-0.02,19.74148061104583,04/12/2022,ESP,17,Valencia,200,1200,0,54,02:07:39,7659,19.74148061104583,04/12/2022,170,52,,40200,170,52,,40200,2024,330000,436,438,Aout,88,Summer
2023,Ayad LAMDASSEM,M,43,02:08:32,7712,7659,0.01,19.605809128630707,26/02/2023,ESP,26,Osaka,200,1200,0,54,02:07:39,7659,19.74148061104583,04/12/2022,170,52,,40200,170,52,,40200,2024,330000,436,438,Aout,88,Summer
2024,Ayad LAMDASSEM,M,43,02:09:43,7783,7979,-0.02,19.426956186560453,18/02/2024,ESP,40,Sevilla,200,1200,0,54,02:07:39,7659,19.74148061104583,04/12/2022,170,52,,40200,170,52,,40200,2024,330000,436,438,Aout,88,Summer
2022,Hugo CATRILEO,M,27,02:15:24,8124,,,18.611521418020679,20/02/2022,CHI,60,Sevilla,206,1198,0,68,,,,,,,,,,,,,2024,330000,436,438,Aout,88,Summer
2023,Hugo CATRILEO,M,27,02:12:17,7937,8027,-0.01,19.050018898828274,19/02/2023,CHI,42,Sevilla,206,1198,0,68,,,,,,,,,,,,,2024,330000,436,438,Aout,88,Summer
2022,Zerei Kbrom MEZNGI,M,38,02:07:10,7630,,,19.816513761467888,04/12/2022,NOR,14,Valencia,208,1197,1,44,02:07:10,7630,19.816513761467888,04/12/2022,,,,3331,,,,3331,2024,330000,436,438,Aout,88,Summer
2021,Daniel DO NASCIMENTO,M,26,02:06:11,7571,7745,-0.02,19.97094175141989,05/12/2021,BRA,9,Valencia,212,1195,0,41,02:07:06,7626,19.826907946498821,23/04/2023,165,55,,89600,165,55,,89600,2024,330000,436,438,Aout,88,Summer
2023,Daniel DO NASCIMENTO,M,26,02:08:40,7720,7626,0.01,19.585492227979277,03/12/2023,BRA,33,Valencia,212,1195,0,41,02:07:06,7626,19.826907946498821,23/04/2023,165,55,,89600,165,55,,89600,2024,330000,436,438,Aout,88,Summer
2017,Liam ADAMS,M,38,02:12:52,7972,8172,-0.02,18.966382338183642,24/09/2017,AUS,9,Berlin,219,1192,0,69,,,,,,,,,,,,,2024,330000,436,438,Aout,88,Summer
2023,Liam ADAMS,M,38,02:11:47,7907,7719,0.02,19.122296699127354,24/09/2023,AUS,28,Berlin,219,1192,0,69,,,,,,,,,,,,,2024,330000,436,438,Aout,88,Summer
2024,Xiangdong WU,M,30,02:08:04,7684,7802,-0.02,19.677251431546068,25/02/2024,CHN,10,Osaka,241,1186,0,64,02:08:04,7684,19.677251431546068,25/02/2024,,,,,,,,,2024,330000,436,438,Aout,88,Summer
2023,Leonard KORIR,M,38,02:09:31,7771,8249,-0.06,19.456955346802214,02/04/2023,USA,7,Paris,242,1186,0,70,,,,,,,,,,,,,2024,330000,436,438,Aout,88,Summer
2012,Samuel Tsegay TESFAMARIAM,M,36,02:08:06,7686,7648,0.0,19.672131147540984,22/04/2012,ERI,8,London,244,1185,0,71,,,,,,,,,,,,,2024,330000,436,438,Aout,88,Summer
2014,Samuel Tsegay TESFAMARIAM,M,36,02:19:10,8350,8081,0.03,18.107784431137723,13/04/2014,ERI,18,London,244,1185,0,71,,,,,,,,,,,,,2024,330000,436,438,Aout,88,Summer
2017,Samuel Tsegay TESFAMARIAM,M,36,02:07:34,7654,8350,-0.08,19.7543767964463,19/11/2017,ERI,6,Valencia,244,1185,0,71,,,,,,,,,,,,,2024,330000,436,438,Aout,88,Summer
2018,Samuel Tsegay TESFAMARIAM,M,36,02:08:20,7700,7654,0.01,19.636363636363637,02/12/2018,ERI,11,Valencia,244,1185,0,71,,,,,,,,,,,,,2024,330000,436,438,Aout,88,Summer
2021,Samuel Tsegay TESFAMARIAM,M,36,02:07:08,7628,7954,-0.04,19.821709491347669,05/12/2021,ERI,14,Valencia,244,1185,0,71,,,,,,,,,,,,,2024,330000,436,438,Aout,88,Summer
2023,Samuel Tsegay TESFAMARIAM,M,36,02:09:47,7787,7628,0.02,19.416977012970335,02/04/2023,SWE,9,Paris,244,1185,0,71,,,,,,,,,,,,,2024,330000,436,438,Aout,88,Summer
2022,Abdi Ali GELELCHU,M,27,02:07:15,7635,7736,-0.01,19.803536345776035,20/02/2022,BRN,8,Sevilla,252,1183,0,72,,,,,,,,,,,,,2024,330000,436,438,Aout,88,Summer
2024,Abdi Ali GELELCHU,M,27,02:08:22,7702,9074,-0.15,19.631264606595689,18/02/2024,BRN,19,Sevilla,252,1183,0,72,,,,,,,,,,,,,2024,330000,436,438,Aout,88,Summer
2023,Michael SOMERS,M,29,02:09:31,7771,,,19.456955346802214,19/02/2023,BEL,22,Sevilla,254,1181,0,66,02:08:09,7689,19.664455715957864,24/09/2023,,,,4221,,,,4221,2024,330000,436,438,Aout,88,Summer
2023,Michael SOMERS,M,29,02:08:09,7689,7771,-0.01,19.664455715957864,24/09/2023,BEL,16,Berlin,254,1181,0,66,02:08:09,7689,19.664455715957864,24/09/2023,,,,4221,,,,4221,2024,330000,436,438,Aout,88,Summer
2024,Michael SOMERS,M,29,02:09:19,7759,7689,0.01,19.487047299909783,18/02/2024,BEL,32,Sevilla,254,1181,0,66,02:08:09,7689,19.664455715957864,24/09/2023,,,,4221,,,,4221,2024,330000,436,438,Aout,88,Summer
2022,Tachlowini GABRIYESOS,M,26,02:10:09,7809,8042,-0.03,19.362274298885904,20/02/2022,ART,21,Sevilla,274,1176,0,73,,,,,,,,,,,,,2024,330000,436,438,Aout,88,Summer
2023,Tachlowini GABRIYESOS,M,26,02:09:00,7740,7809,-0.01,19.534883720930232,19/02/2023,ART,19,Sevilla,274,1176,0,73,,,,,,,,,,,,,2024,330000,436,438,Aout,88,Summer
2024,Tachlowini GABRIYESOS,M,26,02:09:07,7747,7740,0.0,19.5172324770879,18/02/2024,ART,28,Sevilla,274,1176,0,73,,,,,,,,,,,,,2024,330000,436,438,Aout,88,Summer
2023,Alberto GONZALEZ MINDEZ,M,28,02:07:40,7660,,,19.738903394255875,03/12/2023,GUA,25,Valencia,283,1173,1,55,02:07:40,7660,19.738903394255875,03/12/2023,,,,2049,,,,2049,2024,330000,436,438,Aout,88,Summer
2024,Rory LINKLETTER,M,28,02:08:01,7681,7936,-0.03,19.684936857180055,18/02/2024,CAN,13,Sevilla,290,1172,0,61,02:08:01,7681,19.684936857180055,18/02/2024,180,63,,12300,180,63,,12300,2024,330000,436,438,Aout,88,Summer
2023,Carlos Martín DÍAZ DEL RIO,M,31,02:10:26,7826,,,19.320214669051879,19/02/2023,CHI,26,Sevilla,291,1172,0,63,02:08:04,7684,19.677251431546068,18/02/2024,174,59,,33700,174,59,,33700,2024,330000,436,438,Aout,88,Summer
2024,Carlos Martín DÍAZ DEL RIO,M,31,02:08:04,7684,7826,-0.02,19.677251431546068,18/02/2024,CHI,17,Sevilla,291,1172,0,63,02:08:04,7684,19.677251431546068,18/02/2024,174,59,,33700,174,59,,33700,2024,330000,436,438,Aout,88,Summer
2010,Ser-Od BAT-OCHIR,M,43,02:12:42,7962,8345,-0.05,18.990203466465715,26/09/2010,MGL,10,Berlin,310,1169,0,74,,,,,,,,,,,,,2024,330000,436,438,Aout,88,Summer
2011,Ser-Od BAT-OCHIR,M,43,02:11:35,7895,8089,-0.02,19.151361621279293,17/04/2011,MGL,8,London,310,1169,0,74,,,,,,,,,,,,,2024,330000,436,438,Aout,88,Summer
2012,Ser-Od BAT-OCHIR,M,43,02:11:52,7912,8410,-0.06,19.110212335692619,25/11/2012,MGL,1,Osaka,310,1169,0,74,,,,,,,,,,,,,2024,330000,436,438,Aout,88,Summer
2013,Ser-Od BAT-OCHIR,M,43,02:13:31,8011,8515,-0.06,18.874048183747345,27/10/2013,MGL,2,Osaka,310,1169,0,74,,,,,,,,,,,,,2024,330000,436,438,Aout,88,Summer
2014,Ser-Od BAT-OCHIR,M,43,02:17:21,8241,8001,0.03,18.347287950491445,26/10/2014,MGL,6,Osaka,310,1169,0,74,,,,,,,,,,,,,2024,330000,436,438,Aout,88,Summer
2015,Ser-Od BAT-OCHIR,M,43,02:15:35,8135,9129,-0.11,18.586355255070682,25/10/2015,MGL,3,Osaka,310,1169,0,74,,,,,,,,,,,,,2024,330000,436,438,Aout,88,Summer
2016,Ser-Od BAT-OCHIR,M,43,02:13:43,8023,8666,-0.07,18.845818272466655,30/10/2016,MGL,3,Osaka,310,1169,0,74,,,,,,,,,,,,,2024,330000,436,438,Aout,88,Summer
2018,Ser-Od BAT-OCHIR,M,43,02:15:17,8117,8002,0.01,18.627571762966614,25/02/2018,MGL,36,Tokyo,310,1169,0,74,,,,,,,,,,,,,2024,330000,436,438,Aout,88,Summer
2022,Ser-Od BAT-OCHIR,M,43,02:24:27,8667,8043,0.08,17.445482866043612,27/02/2022,MGL,89,Osaka,310,1169,0,74,,,,,,,,,,,,,2024,330000,436,438,Aout,88,Summer
2024,Ser-Od BAT-OCHIR,M,43,02:10:10,7810,7811,0.0,19.359795134443022,25/02/2024,MGL,26,Osaka,310,1169,0,74,,,,,,,,,,,,,2024,330000,436,438,Aout,88,Summer
2024,Elroy GELANT,M,38,02:08:56,7736,8203,-0.06,19.544984488107549,18/02/2024,RSA,26,Sevilla,341,1163,1,75,,,,,,,,,,,,,2024,330000,436,438,Aout,88,Summer
2023,Adam NOWICKI,M,34,02:09:48,7788,8121,-0.04,19.414483821263481,19/02/2023,POL,24,Sevilla,345,1163,0,76,,,,,,,,,,,,,2024,330000,436,438,Aout,88,Summer
2024,Adam NOWICKI,M,34,02:12:07,7927,7954,0.0,19.074050712753881,18/02/2024,POL,54,Sevilla,345,1163,0,76,,,,,,,,,,,,,2024,330000,436,438,Aout,88,Summer
2023,Mahamed MAHAMED,M,27,02:08:42,7722,,,19.58041958041958,03/12/2023,GBR,34,Valencia,349,1162,1,77,,,,,,,,,,,,,2024,330000,436,438,Aout,88,Summer
2023,Olonbayar JAMSRAN,M,31,02:08:58,7738,7862,-0.02,19.539932799172913,26/02/2023,MGL,29,Osaka,351,1162,0,78,,,,,,,,,,,,,2024,330000,436,438,Aout,88,Summer
2024,Mateusz KACZOR,M,27,02:09:35,7775,7958,-0.02,19.446945337620576,18/02/2024,POL,39,Sevilla,364,1159,0,79,,,,,,,,,,,,,2024,330000,436,438,Aout,88,Summer
2019,Ebba Tulu CHALA,M,28,02:13:39,8019,8101,-0.01,18.855218855218855,01/12/2019,ETH,36,Valencia,371,1158,0,80,,,,,,,,,,,,,2024,330000,436,438,Aout,88,Summer
2020,Ebba Tulu CHALA,M,28,02:11:18,7878,8019,-0.02,19.192688499619191,23/02/2020,ETH,31,Sevilla,371,1158,0,80,,,,,,,,,,,,,2024,330000,436,438,Aout,88,Summer
2022,Ebba Tulu CHALA,M,28,02:11:27,7887,8304,-0.05,19.17078737162419,20/02/2022,ETH,30,Sevilla,371,1158,0,80,,,,,,,,,,,,,2024,330000,436,438,Aout,88,Summer
2023,Ebba Tulu CHALA,M,28,02:15:38,8138,8584,-0.05,18.579503563529123,19/02/2023,SWE,58,Sevilla,371,1158,0,80,,,,,,,,,,,,,2024,330000,436,438,Aout,88,Summer
2023,Ebba Tulu CHALA,M,28,02:11:09,7869,8350,-0.06,19.214639725505144,24/09/2023,SWE,26,Berlin,371,1158,0,80,,,,,,,,,,,,,2024,330000,436,438,Aout,88,Summer
